id,set
232316,train
232326,train
232338,train
232340,train
232355,train
232356,train
232367,train
232369,train
23242,train
232457,train
232460,train
232466,train
232474,train
232509,train
232520,train
232522,train
232524,train
232529,train
232530,train
232557,train
232561,train
232567,train
232568,train
232573,train
232593,train
232598,train
232614,train
232616,train
232622,train
232672,train
232674,train
232685,train
232689,train
232697,train
2326,train
232731,train
232763,train
232767,train
232779,train
232786,train
232795,train
232803,train
232810,train
232815,train
232849,train
23285,train
232879,train
232881,train
232887,train
232891,train
232897,train
232939,train
232943,train
232953,train
232957,train
232964,train
232968,train
233007,train
233018,train
233037,train
233057,train
233075,train
233079,train
233119,train
233127,train
233162,train
233164,train
233170,train
233171,train
233177,train
233185,train
233187,train
233196,train
233230,train
233241,train
23325,train
233262,train
233284,train
233290,train
233308,train
233312,train
233330,train
233341,train
233363,train
233369,train
233384,train
233385,train
233387,train
233393,train
233424,train
233442,train
233449,train
233461,train
233468,train
233512,train
233543,train
233554,train
233556,train
233581,train
233586,train
233588,train
233596,train
233625,train
233627,train
233635,train
233659,train
233661,train
233665,train
233666,train
233668,train
233675,train
233733,train
23373,train
233746,train
23374,train
233815,train
233829,train
233831,train
233834,train
233835,train
233839,train
233841,train
233842,train
233850,train
233866,train
233873,train
233895,train
233905,train
233912,train
233921,train
233931,train
233949,train
233957,train
233986,train
233990,train
234020,train
234026,train
234045,train
234050,train
234061,train
234066,train
234070,train
234072,train
234075,train
234082,train
234084,train
234086,train
234088,train
234095,train
234098,train
234100,train
234102,train
234126,train
234134,train
234135,train
234162,train
23416,train
23417,train
234192,train
23421,train
234229,train
234240,train
234242,train
234247,train
234251,train
234278,train
234291,train
234321,train
234332,train
234335,train
234347,train
234365,train
234383,train
234385,train
234387,train
234388,train
234397,train
234415,train
234426,train
234454,train
234460,train
234469,train
234489,train
234491,train
234494,train
234497,train
234507,train
234513,train
234515,train
234523,train
234530,train
234535,train
234545,train
234550,train
234561,train
234564,train
234568,train
234574,train
234578,train
234584,train
234587,train
234613,train
234616,train
234670,train
23467,train
234686,train
234694,train
234699,train
234714,train
234718,train
234734,train
234740,train
234742,train
234769,train
234773,train
234774,train
234776,train
234781,train
23480,train
234831,train
234836,train
234837,train
234850,train
234867,train
234894,train
234899,train
234902,train
234903,train
234911,train
234919,train
234920,train
234927,train
234937,train
234945,train
234958,train
234960,train
234976,train
234984,train
234986,train
234994,train
234998,train
235006,train
235009,train
235016,train
235018,train
235025,train
235046,train
235051,train
235057,train
235067,train
235080,train
235085,train
235126,train
235169,train
235189,train
235194,train
235212,train
235215,train
235231,train
235238,train
235243,train
235249,train
235254,train
235266,train
235269,train
235271,train
235277,train
235285,train
235305,train
235307,train
235311,train
235312,train
235326,train
235329,train
235330,train
235335,train
235357,train
235361,train
235381,train
235384,train
235398,train
235401,train
235409,train
235411,train
235413,train
235418,train
235420,train
235427,train
23542,train
235459,train
235460,train
235471,train
235473,train
235475,train
235476,train
235500,train
235501,train
235503,train
235504,train
235506,train
235510,train
23553,train
235588,train
235591,train
23559,train
235604,train
235605,train
235610,train
235653,train
235665,train
235676,train
235683,train
235696,train
235698,train
235700,train
235708,train
235714,train
235721,train
235735,train
235768,train
235769,train
235779,train
235784,train
235809,train
235812,train
235819,train
235860,train
235865,train
235866,train
235867,train
235876,train
235879,train
235885,train
235890,train
235896,train
235897,train
236019,train
236042,train
236067,train
236069,train
23606,train
23607,train
236082,train
236099,train
236128,train
236130,train
236135,train
236163,train
236172,train
236187,train
236200,train
236216,train
236221,train
236237,train
236242,train
236246,train
236253,train
236263,train
236264,train
236272,train
236282,train
236291,train
236305,train
236314,train
236316,train
236317,train
236319,train
236321,train
236322,train
23632,train
236332,train
236340,train
23635,train
236364,train
236410,train
236413,train
236423,train
236437,train
236447,train
236477,train
236482,train
236526,train
236546,train
236557,train
236572,train
236574,train
236585,train
236592,train
236593,train
236612,train
236626,train
236659,train
236664,train
236683,train
236686,train
23669,train
236707,train
236709,train
236733,train
236744,train
236753,train
236755,train
236765,train
236775,train
236779,train
236795,train
236796,train
236804,train
236813,train
236816,train
236844,train
236848,train
236857,train
236911,train
236933,train
236944,train
236955,train
236963,train
236964,train
236966,train
236971,train
236978,train
236991,train
237004,train
237022,train
237033,train
237050,train
237078,train
237086,train
237103,train
237120,train
237135,train
237146,train
237147,train
237153,train
237154,train
237167,train
237174,train
237206,train
237238,train
237245,train
237252,train
237254,train
237263,train
237269,train
237272,train
237278,train
237284,train
237289,train
237290,train
237295,train
237302,train
237342,train
237345,train
237360,train
237384,train
237386,train
237412,train
237419,train
237439,train
237445,train
237485,train
237486,train
237524,train
237526,train
237529,train
237545,train
237546,train
237567,train
237570,train
237577,train
237580,train
237584,train
237598,train
237599,train
237600,train
237605,train
237611,train
237642,train
237658,train
237685,train
237702,train
237727,train
237736,train
237747,train
237750,train
237754,train
237756,train
237761,train
237763,train
237768,train
237771,train
237791,train
237792,train
237797,train
237826,train
237883,train
237885,train
23789,train
237911,train
237937,train
23793,train
237949,train
237955,train
237958,train
237960,train
237981,train
237982,train
237995,train
238013,train
238017,train
238024,train
238029,train
238030,train
238038,train
238054,train
238069,train
238075,train
238096,train
238103,train
238107,train
238131,train
238159,train
238178,train
238208,train
238215,train
238227,train
23822,train
238235,train
238248,train
238284,train
238285,train
238291,train
238297,train
238298,train
238321,train
238325,train
238351,train
238370,train
238390,train
2383,train
238407,train
238410,train
238425,train
238427,train
238430,train
238434,train
238446,train
238457,train
238458,train
238461,train
238475,train
238493,train
238505,train
238510,train
238514,train
238544,train
238547,train
238588,train
238591,train
238595,train
238598,train
238600,train
238611,train
238625,train
238626,train
238633,train
238672,train
238675,train
238685,train
238686,train
238689,train
238695,train
238712,train
238722,train
238755,train
238763,train
238776,train
238833,train
238840,train
238841,train
238843,train
238852,train
238860,train
238868,train
238873,train
23888,train
238897,train
238899,train
238923,train
238959,train
238975,train
238978,train
238990,train
238997,train
23899,train
239027,train
23905,train
239065,train
239112,train
239113,train
239122,train
239131,train
239144,train
239164,train
239169,train
239175,train
239191,train
239194,train
239199,train
239205,train
239217,train
239221,train
239224,train
239228,train
239241,train
239259,train
239275,train
239282,train
239294,train
239325,train
239336,train
239338,train
239339,train
239348,train
239350,train
239357,train
239365,train
239370,train
239383,train
239398,train
239405,train
23941,train
239431,train
239462,train
239464,train
239466,train
239474,train
239511,train
239517,train
239519,train
239526,train
239555,train
239556,train
239557,train
239563,train
239570,train
239590,train
239592,train
239594,train
239611,train
239632,train
239635,train
239647,train
239658,train
239665,train
239717,train
23973,train
239743,train
239770,train
239787,train
239813,train
239826,train
239827,train
239833,train
239840,train
239851,train
239872,train
239876,train
239885,train
239892,train
239897,train
239901,train
239930,train
23994,train
239952,train
239954,train
239964,train
239968,train
23997,train
239989,train
239990,train
239991,train
240002,train
240003,train
240009,train
240010,train
240019,train
240020,train
240021,train
240024,train
240051,train
240089,train
240093,train
240096,train
240103,train
240107,train
240125,train
240131,train
240148,train
240174,train
240178,train
240187,train
240188,train
240193,train
240205,train
240244,train
240245,train
240266,train
240268,train
24029,train
24032,train
240332,train
240340,train
240350,train
240357,train
240366,train
240374,train
240394,train
240405,train
240422,train
240441,train
240447,train
240449,train
240459,train
24045,train
240461,train
240476,train
240494,train
240511,train
240516,train
24052,train
240563,train
240568,train
240570,train
240573,train
240575,train
240577,train
240590,train
240607,train
240616,train
240620,train
240628,train
240630,train
240631,train
240647,train
240648,train
240653,train
240654,train
240656,train
24066,train
240676,train
240683,train
240695,train
240706,train
240749,train
240751,train
240755,train
240770,train
240784,train
240793,train
240806,train
240831,train
240848,train
240857,train
240862,train
240867,train
240871,train
240881,train
240882,train
240890,train
240894,train
240897,train
240908,train
24090,train
240936,train
240941,train
240966,train
241014,train
241025,train
241068,train
241080,train
241084,train
241099,train
241110,train
241123,train
241134,train
241138,train
241153,train
241154,train
241175,train
241227,train
241231,train
241238,train
241239,train
241251,train
241303,train
241307,train
241314,train
241321,train
241333,train
24135,train
241362,train
241367,train
241383,train
241391,train
241398,train
241399,train
241405,train
241410,train
241494,train
241524,train
241525,train
241536,train
241543,train
241554,train
241560,train
241573,train
241586,train
241602,train
241605,train
241614,train
241625,train
241630,train
241641,train
241644,train
241660,train
241670,train
241690,train
241693,train
241702,train
241709,train
241716,train
241718,train
241721,train
241727,train
241737,train
241743,train
241745,train
241747,train
241755,train
241759,train
241762,train
241780,train
241783,train
241794,train
241806,train
241812,train
241828,train
241830,train
241833,train
241834,train
241835,train
241836,train
241837,train
241840,train
241842,train
241843,train
241846,train
241847,train
241860,train
241869,train
241872,train
241877,train
241887,train
241890,train
241898,train
241899,train
241904,train
241905,train
241911,train
241914,train
241920,train
241922,train
241927,train
241929,train
241930,train
241933,train
241943,train
241951,train
241953,train
241960,train
241965,train
241968,train
241994,train
241996,train
242011,train
242013,train
242019,train
242021,train
242026,train
242027,train
242041,train
242043,train
242055,train
242058,train
242067,train
242098,train
242104,train
242112,train
242116,train
242128,train
242142,train
242165,train
242171,train
242182,train
242188,train
242205,train
242206,train
242211,train
242214,train
242216,train
242226,train
242230,train
242236,train
242238,train
242240,train
242243,train
242244,train
242263,train
242264,train
242265,train
242271,train
242285,train
242286,train
242288,train
242308,train
242316,train
242318,train
242334,train
242370,train
242376,train
242389,train
242391,train
242441,train
242443,train
242468,train
242477,train
242493,train
242508,train
242513,train
242527,train
242535,train
24253,train
242541,train
242549,train
242553,train
242566,train
242577,train
242582,train
242586,train
242590,train
242603,train
242619,train
242626,train
242627,train
242629,train
242632,train
242633,train
242639,train
242660,train
242666,train
242667,train
242680,train
242687,train
242693,train
242705,train
242707,train
242718,train
242722,train
242729,train
242734,train
242740,train
242760,train
242771,train
24277,train
242798,train
242819,train
242846,train
242847,train
242870,train
242887,train
242896,train
242900,train
242929,train
242933,train
242935,train
242965,train
242970,train
242978,train
242980,train
242983,train
242986,train
242998,train
243006,train
24301,train
243030,train
243040,train
243046,train
243049,train
243055,train
243057,train
243082,train
243085,train
243090,train
243091,train
243098,train
243116,train
243136,train
243148,train
243151,train
243163,train
243203,train
243220,train
243239,train
243247,train
243271,train
243277,train
243288,train
243295,train
243307,train
243309,train
243310,train
243321,train
243334,train
243344,train
24335,train
243369,train
24339,train
243418,train
243433,train
243439,train
243456,train
243469,train
243475,train
243492,train
243494,train
243501,train
243502,train
243505,train
243509,train
243511,train
243523,train
243526,train
243531,train
243533,train
243535,train
243540,train
243543,train
243554,train
243555,train
243560,train
243582,train
24361,train
24363,train
243668,train
243671,train
24369,train
243723,train
243731,train
243736,train
243746,train
243754,train
243762,train
243774,train
243780,train
243810,train
243817,train
243820,train
24382,train
243842,train
243843,train
243859,train
243861,train
243865,train
243878,train
243909,train
243923,train
243948,train
243952,train
243954,train
243971,train
243974,train
243975,train
243978,train
243986,train
243995,train
244002,train
244006,train
244019,train
244023,train
244025,train
244026,train
24402,train
244034,train
244037,train
244047,train
244054,train
244063,train
244076,train
244085,train
2440,train
244104,train
244107,train
244125,train
244152,train
244170,train
244171,train
244183,train
244186,train
244213,train
244216,train
244218,train
244219,train
244227,train
244250,train
244255,train
244286,train
244296,train
244303,train
244305,train
244306,train
244322,train
244329,train
244331,train
244357,train
244366,train
244368,train
244371,train
244383,train
244393,train
244399,train
244406,train
244433,train
244435,train
244440,train
244442,train
244449,train
244454,train
244457,train
244471,train
244483,train
244490,train
244493,train
244504,train
244505,train
244508,train
244537,train
244543,train
244559,train
244574,train
244583,train
244591,train
244593,train
244601,train
244619,train
244639,train
244649,train
244669,train
244678,train
244682,train
244683,train
244699,train
244700,train
244732,train
244736,train
244738,train
244742,train
244745,train
24476,train
244772,train
244778,train
244790,train
244804,train
244808,train
244812,train
244816,train
244840,train
244843,train
244844,train
244859,train
244872,train
244873,train
244883,train
244884,train
244888,train
244894,train
244898,train
244901,train
244914,train
244923,train
244936,train
244944,train
244981,train
245024,train
245026,train
245035,train
245036,train
245043,train
245058,train
245059,train
24507,train
245141,train
245143,train
245148,train
245159,train
245174,train
245179,train
245193,train
245197,train
245212,train
245237,train
245245,train
245258,train
245264,train
245266,train
245276,train
245292,train
245293,train
245300,train
245301,train
245318,train
245346,train
245347,train
245363,train
245391,train
245403,train
245406,train
245409,train
245411,train
245413,train
245420,train
245421,train
245437,train
245438,train
245444,train
245449,train
245464,train
245480,train
245484,train
245486,train
245488,train
245507,train
245516,train
245525,train
245526,train
245558,train
245560,train
245566,train
245569,train
245574,train
245592,train
245593,train
245598,train
245625,train
245638,train
24563,train
245650,train
245657,train
245660,train
245669,train
24566,train
245670,train
245680,train
245689,train
245696,train
245700,train
245701,train
245706,train
245707,train
24570,train
245727,train
245729,train
245733,train
24573,train
245753,train
245779,train
245790,train
245802,train
245818,train
245824,train
245841,train
245852,train
245863,train
245867,train
245889,train
245898,train
245928,train
245937,train
245942,train
245958,train
24596,train
245974,train
246000,train
246002,train
246037,train
246039,train
246047,train
246052,train
246056,train
246075,train
246077,train
246079,train
24608,train
246092,train
246094,train
246103,train
246114,train
246117,train
246138,train
246143,train
246144,train
246145,train
246174,train
246180,train
246214,train
246219,train
246245,train
246253,train
246263,train
246268,train
246291,train
246293,train
246298,train
246309,train
246326,train
246334,train
246366,train
246367,train
246380,train
246381,train
246394,train
246397,train
246435,train
246456,train
246463,train
246470,train
246486,train
246492,train
246493,train
246497,train
246499,train
246510,train
246514,train
246528,train
246539,train
246542,train
246546,train
246550,train
246572,train
246601,train
246603,train
246636,train
246656,train
246676,train
246688,train
246706,train
246716,train
246734,train
246757,train
246759,train
246773,train
246776,train
246790,train
246791,train
246816,train
246817,train
246862,train
246865,train
246915,train
246925,train
246952,train
246970,train
247004,train
247012,train
247016,train
247021,train
247022,train
247029,train
247032,train
247033,train
247045,train
247048,train
247050,train
247055,train
24706,train
247070,train
247150,train
247161,train
247172,train
247207,train
247212,train
247215,train
247217,train
247220,train
247228,train
247238,train
247242,train
247270,train
247273,train
247278,train
247287,train
24728,train
247298,train
247304,train
24731,train
247338,train
247353,train
247371,train
247385,train
247416,train
247420,train
247431,train
247447,train
247449,train
247452,train
247472,train
247480,train
247484,train
247487,train
247534,train
247570,train
247616,train
247619,train
247625,train
247626,train
247628,train
247637,train
247639,train
247641,train
247647,train
24765,train
247669,train
247672,train
247684,train
247688,train
247693,train
247766,train
247768,train
247772,train
247773,train
247776,train
247783,train
247791,train
247794,train
247798,train
247802,train
247804,train
247807,train
247808,train
247819,train
247820,train
247830,train
247834,train
247836,train
247838,train
24783,train
247840,train
247845,train
247848,train
247871,train
247909,train
247922,train
247924,train
247938,train
247950,train
247965,train
247984,train
248010,train
248014,train
248027,train
248044,train
24805,train
248073,train
248075,train
248087,train
248113,train
248124,train
248129,train
248136,train
248152,train
248160,train
248161,train
248192,train
248197,train
248205,train
248206,train
248213,train
248217,train
248227,train
248230,train
248238,train
248247,train
248254,train
248255,train
248266,train
248273,train
248328,train
248330,train
248342,train
248376,train
248388,train
248392,train
248396,train
248404,train
248418,train
248419,train
248433,train
248451,train
248458,train
248459,train
248462,train
248469,train
248508,train
248516,train
248524,train
248528,train
248542,train
248544,train
248545,train
248552,train
248554,train
248580,train
248583,train
248589,train
248590,train
248593,train
248596,train
248607,train
248609,train
248612,train
248618,train
248620,train
248622,train
248631,train
248633,train
248635,train
248647,train
248648,train
248653,train
248662,train
248671,train
248709,train
248738,train
248740,train
248745,train
248750,train
248788,train
248794,train
248811,train
248826,train
248841,train
248843,train
248847,train
24884,train
248874,train
248901,train
248917,train
248925,train
248927,train
248931,train
248941,train
248942,train
248947,train
248953,train
248955,train
248957,train
248966,train
248980,train
248981,train
249000,train
249004,train
249009,train
249011,train
24906,train
249152,train
249172,train
249173,train
249175,train
249191,train
249195,train
249221,train
249222,train
249223,train
249242,train
249284,train
249289,train
249331,train
24933,train
24934,train
249356,train
249359,train
249380,train
249387,train
249389,train
249393,train
249397,train
249422,train
24943,train
249459,train
249469,train
249471,train
249473,train
249499,train
249534,train
249576,train
249585,train
249592,train
249604,train
249605,train
249607,train
249616,train
249619,train
249641,train
249647,train
249648,train
249680,train
24968,train
249697,train
249698,train
249707,train
24970,train
249715,train
24972,train
249742,train
249743,train
249744,train
24974,train
249764,train
249772,train
249773,train
249780,train
249784,train
249793,train
249798,train
249802,train
249813,train
249823,train
249833,train
249846,train
249847,train
249854,train
249863,train
249871,train
249872,train
249877,train
249910,train
249945,train
249947,train
249949,train
24995,train
249975,train
249996,train
250007,train
250020,train
250027,train
250032,train
250049,train
250054,train
250071,train
250073,train
250086,train
250109,train
25010,train
250110,train
250123,train
250132,train
250133,train
250141,train
250150,train
250151,train
250153,train
250161,train
250167,train
250176,train
250177,train
250191,train
250195,train
250199,train
250250,train
250254,train
250256,train
250268,train
250270,train
250284,train
250289,train
250301,train
250317,train
250323,train
250325,train
250350,train
250351,train
250354,train
250410,train
250422,train
250426,train
250427,train
250430,train
250478,train
250494,train
250502,train
250503,train
250507,train
250508,train
250518,train
250521,train
250522,train
250565,train
250575,train
250579,train
250581,train
250589,train
250616,train
250645,train
250673,train
250698,train
25069,train
250709,train
250712,train
250720,train
250725,train
250731,train
250738,train
250755,train
250766,train
250779,train
250786,train
250789,train
250794,train
250797,train
250799,train
250803,train
250812,train
250817,train
250821,train
250830,train
250837,train
250840,train
250841,train
250843,train
250845,train
250852,train
250865,train
250867,train
250943,train
250946,train
250981,train
2509,train
251002,train
251007,train
25100,train
251010,train
251024,train
251030,train
251034,train
251046,train
251050,train
251051,train
251058,train
251068,train
251069,train
251078,train
251080,train
251088,train
251089,train
251093,train
251099,train
251108,train
251124,train
251129,train
25112,train
251141,train
251166,train
251169,train
251182,train
251184,train
251186,train
251193,train
251219,train
251221,train
251228,train
251235,train
251238,train
251243,train
251264,train
251265,train
25130,train
251317,train
251346,train
251361,train
251366,train
251385,train
251409,train
25140,train
251415,train
251427,train
25142,train
251463,train
251464,train
251469,train
251478,train
251481,train
251486,train
251491,train
251502,train
251522,train
251533,train
251538,train
251542,train
251546,train
251547,train
251558,train
251570,train
251581,train
251586,train
251587,train
251599,train
25159,train
251601,train
251606,train
251615,train
251629,train
251630,train
251651,train
251696,train
251697,train
251700,train
251706,train
251719,train
251735,train
251740,train
251746,train
251756,train
251765,train
251773,train
251776,train
251786,train
251833,train
251852,train
251879,train
251924,train
251939,train
251954,train
251955,train
251974,train
251976,train
251983,train
251998,train
252017,train
252018,train
252027,train
252034,train
252038,train
252043,train
252046,train
252056,train
252058,train
252070,train
252120,train
252135,train
252159,train
252168,train
252181,train
252182,train
25218,train
252200,train
252201,train
252220,train
252223,train
252224,train
252232,train
252236,train
252246,train
252272,train
252318,train
252321,train
252323,train
252330,train
252342,train
252347,train
252354,train
252377,train
252388,train
252395,train
252413,train
252419,train
252429,train
252449,train
252466,train
252470,train
252476,train
252481,train
252492,train
252509,train
252510,train
252518,train
252522,train
252527,train
252528,train
252529,train
252532,train
252544,train
252546,train
25254,train
252552,train
252569,train
252592,train
252594,train
252605,train
252612,train
252618,train
25263,train
252645,train
252677,train
252699,train
252710,train
252716,train
252733,train
252760,train
252769,train
252780,train
252801,train
252824,train
252828,train
252845,train
252849,train
252851,train
252865,train
252872,train
252877,train
252878,train
252879,train
252882,train
252893,train
252895,train
252905,train
252910,train
252913,train
252915,train
252936,train
252947,train
252951,train
252952,train
252972,train
252978,train
252994,train
253033,train
253044,train
253059,train
253063,train
253080,train
253102,train
253120,train
253144,train
253157,train
253193,train
253252,train
253261,train
253277,train
253282,train
253301,train
253303,train
253324,train
253334,train
253335,train
253338,train
253350,train
253357,train
253363,train
253364,train
253390,train
253411,train
253422,train
253424,train
253445,train
253568,train
253597,train
253608,train
253651,train
253658,train
253666,train
253672,train
253676,train
253677,train
253685,train
253687,train
253696,train
253698,train
253702,train
253716,train
253725,train
253758,train
253764,train
253768,train
253772,train
253775,train
253780,train
253781,train
25378,train
253794,train
253795,train
253802,train
253810,train
253812,train
253820,train
253823,train
253825,train
25382,train
253835,train
253850,train
253871,train
253873,train
253902,train
253904,train
253951,train
253962,train
253965,train
253979,train
253983,train
254034,train
254052,train
254053,train
254059,train
254065,train
254066,train
254074,train
254098,train
254107,train
254122,train
254137,train
254153,train
254162,train
254185,train
254187,train
254197,train
254206,train
254209,train
254237,train
254240,train
254245,train
254250,train
254254,train
254266,train
254269,train
254271,train
254276,train
254281,train
254286,train
254294,train
254306,train
254347,train
254358,train
254359,train
254361,train
254382,train
254423,train
254429,train
254430,train
254452,train
254459,train
25449,train
254500,train
254510,train
254529,train
254556,train
254559,train
254568,train
254587,train
254611,train
254637,train
254659,train
254678,train
254682,train
254690,train
254697,train
25469,train
254700,train
254707,train
254713,train
254716,train
254722,train
254730,train
254737,train
254742,train
254744,train
254750,train
254755,train
254768,train
254770,train
254771,train
254782,train
254789,train
254803,train
25484,train
254889,train
254892,train
254923,train
254925,train
254929,train
254934,train
254936,train
254976,train
254977,train
254981,train
254984,train
254985,train
254987,train
254999,train
255009,train
255013,train
255014,train
255019,train
255032,train
255057,train
255060,train
255061,train
255087,train
255098,train
255102,train
255103,train
255121,train
255129,train
255130,train
255139,train
255146,train
255147,train
255149,train
255168,train
255169,train
255178,train
255190,train
255245,train
255256,train
255260,train
255264,train
255373,train
255393,train
255395,train
255397,train
255406,train
255409,train
255412,train
255422,train
255446,train
255448,train
255454,train
255465,train
255477,train
255497,train
255504,train
255511,train
255536,train
255542,train
255549,train
255559,train
255561,train
255566,train
255595,train
255597,train
255625,train
255636,train
255638,train
255639,train
255641,train
255645,train
255654,train
255659,train
255660,train
255663,train
255675,train
255678,train
255682,train
255690,train
255742,train
255744,train
255754,train
255758,train
255786,train
255799,train
2557,train
255814,train
255826,train
255854,train
255870,train
255873,train
255877,train
255887,train
255889,train
255890,train
2558,train
255903,train
255908,train
25595,train
255967,train
255973,train
255982,train
255989,train
255995,train
255997,train
256025,train
256029,train
256044,train
256046,train
256050,train
256057,train
256068,train
256070,train
256073,train
256088,train
256097,train
256099,train
256102,train
256105,train
256109,train
256110,train
256124,train
256130,train
256134,train
256168,train
256177,train
256233,train
256247,train
256252,train
256253,train
256262,train
256279,train
256280,train
256281,train
256282,train
256286,train
256299,train
256300,train
256308,train
256350,train
256377,train
256385,train
256391,train
256392,train
256396,train
256400,train
256401,train
256416,train
256420,train
256449,train
256460,train
256492,train
256510,train
256516,train
256518,train
256536,train
256557,train
256566,train
256605,train
256613,train
256680,train
256694,train
256710,train
256719,train
256721,train
256735,train
256741,train
256744,train
256761,train
256776,train
25678,train
256813,train
25681,train
256832,train
256867,train
256877,train
256886,train
256900,train
256914,train
256924,train
25692,train
256932,train
256933,train
256934,train
256935,train
256939,train
256965,train
256973,train
256980,train
25701,train
257028,train
25702,train
25703,train
257045,train
257059,train
257074,train
25708,train
257100,train
257116,train
257122,train
257131,train
257143,train
257157,train
257181,train
257196,train
257209,train
257237,train
257252,train
257260,train
257289,train
257291,train
257306,train
257307,train
257309,train
257326,train
257330,train
257333,train
257349,train
257350,train
257352,train
257357,train
257361,train
257362,train
257373,train
257375,train
257385,train
257387,train
257413,train
257417,train
257430,train
257435,train
257436,train
257466,train
257482,train
257493,train
257494,train
257497,train
257519,train
257569,train
257581,train
257586,train
257590,train
257595,train
257604,train
257626,train
257630,train
257631,train
257632,train
257635,train
257641,train
257647,train
257651,train
257664,train
257697,train
257719,train
257724,train
257743,train
257749,train
257760,train
257773,train
257784,train
257790,train
257798,train
25781,train
257821,train
257838,train
257840,train
257857,train
257858,train
257859,train
257870,train
257885,train
257894,train
257902,train
257913,train
257936,train
25796,train
258034,train
258057,train
258068,train
258070,train
258071,train
258072,train
258085,train
258093,train
258105,train
258107,train
258135,train
258152,train
258196,train
258218,train
258261,train
258263,train
258266,train
258286,train
258287,train
258295,train
258308,train
258310,train
258317,train
258338,train
258340,train
258361,train
258395,train
258404,train
258415,train
258433,train
258434,train
258449,train
258466,train
258478,train
258503,train
258514,train
258551,train
258554,train
258556,train
258559,train
258561,train
258567,train
258578,train
258597,train
258607,train
258622,train
258630,train
258637,train
258648,train
258665,train
258670,train
258672,train
25867,train
258683,train
258719,train
258729,train
258731,train
258737,train
258765,train
258772,train
258779,train
258781,train
258785,train
258786,train
258787,train
258798,train
258813,train
258818,train
258849,train
258867,train
258894,train
25889,train
258924,train
258925,train
258926,train
258934,train
258936,train
258938,train
258947,train
258949,train
258957,train
258972,train
25900,train
259049,train
259062,train
259066,train
259081,train
259108,train
259110,train
259114,train
259115,train
259122,train
259146,train
259185,train
259190,train
259195,train
259197,train
259203,train
259205,train
259206,train
259215,train
259232,train
25923,train
259244,train
259256,train
259269,train
25926,train
25927,train
259291,train
259296,train
259301,train
259302,train
259306,train
259307,train
259310,train
259312,train
259319,train
259344,train
259346,train
25935,train
259402,train
259445,train
259453,train
259459,train
259461,train
259485,train
259494,train
259530,train
259539,train
259553,train
259555,train
259573,train
259575,train
259597,train
25960,train
259615,train
259616,train
259622,train
259631,train
259632,train
259634,train
259639,train
259643,train
259644,train
259647,train
259649,train
259650,train
259657,train
259659,train
259660,train
259663,train
259666,train
259671,train
259685,train
259700,train
259708,train
259731,train
259775,train
259780,train
259828,train
259830,train
259836,train
259841,train
259850,train
259854,train
259865,train
259872,train
25988,train
259891,train
259897,train
259921,train
259935,train
259936,train
259958,train
259959,train
259990,train
259994,train
259996,train
260000,train
260029,train
260030,train
260044,train
260046,train
260048,train
260063,train
260073,train
260086,train
260100,train
260113,train
260115,train
260121,train
260128,train
260165,train
260182,train
260197,train
260203,train
260211,train
260235,train
260238,train
260240,train
260257,train
260259,train
260263,train
26026,train
260271,train
260287,train
260288,train
260294,train
260315,train
26032,train
260360,train
260392,train
260403,train
260434,train
260437,train
260456,train
260461,train
260474,train
260489,train
260495,train
260500,train
260502,train
260511,train
260526,train
260534,train
260556,train
260561,train
260565,train
260566,train
260579,train
260587,train
26058,train
260590,train
260591,train
260609,train
26061,train
260636,train
260643,train
260646,train
260648,train
260649,train
260651,train
260672,train
260698,train
260707,train
260708,train
260709,train
26071,train
26072,train
26073,train
260742,train
260745,train
260746,train
260748,train
260772,train
260780,train
260787,train
260798,train
260800,train
260802,train
260808,train
26084,train
260863,train
260875,train
260897,train
260900,train
260901,train
260923,train
260931,train
260951,train
260952,train
260958,train
260965,train
260983,train
260984,train
260989,train
260994,train
260998,train
261000,train
261005,train
261009,train
261026,train
261031,train
261064,train
261065,train
261082,train
261087,train
261101,train
261116,train
261124,train
261129,train
261130,train
261131,train
261135,train
261139,train
26114,train
261158,train
261166,train
261190,train
261202,train
261206,train
26120,train
261212,train
261214,train
261227,train
261228,train
261238,train
261249,train
261273,train
261296,train
261304,train
261305,train
261318,train
261323,train
261326,train
261328,train
261342,train
261344,train
261362,train
261388,train
261399,train
261428,train
261431,train
261441,train
261443,train
261469,train
261499,train
261508,train
261511,train
261513,train
261514,train
261527,train
261539,train
261541,train
261550,train
261552,train
261568,train
261613,train
26161,train
261644,train
261648,train
261653,train
261672,train
261685,train
261688,train
261694,train
261709,train
261714,train
261722,train
261755,train
261762,train
261809,train
261834,train
261837,train
261846,train
261848,train
261865,train
261890,train
261901,train
261938,train
261951,train
261964,train
26198,train
261995,train
261998,train
262017,train
262031,train
262039,train
262045,train
262054,train
262056,train
262071,train
262102,train
26214,train
262154,train
262160,train
262181,train
262183,train
262188,train
262197,train
262213,train
262222,train
262237,train
262238,train
262246,train
262249,train
262255,train
262257,train
262272,train
262281,train
262291,train
262298,train
262311,train
26231,train
262342,train
262348,train
262360,train
262380,train
262388,train
262397,train
262405,train
262449,train
262472,train
262486,train
262489,train
262494,train
262510,train
262517,train
262528,train
262533,train
262534,train
262541,train
262556,train
262564,train
262569,train
262573,train
262582,train
262609,train
262617,train
262646,train
262658,train
262659,train
262660,train
262687,train
262700,train
262706,train
262716,train
262722,train
